doi	id	style	ref_string
10.1016/j.ijsrc.2017.09.002	44	mcgill-en	Sun, Jian et al. “Processes of dike-break induced flows: A combined experimental and numerical model study” (2017) 32:4 International Journal of Sediment Research 465, online: <http://dx.doi.org/10.1016/j.ijsrc.2017.09.002>.
10.1016/j.ijsrc.2017.09.002	44	turabian-fullnote-bibliography	Sun, Jian, Lingwei Lu, Binliang Lin, and Lu Liu. “Processes of Dike-Break Induced Flows: A Combined Experimental and Numerical Model Study.” International Journal of Sediment Research 32, no. 4 (December 2017): 465–471. http://dx.doi.org/10.1016/j.ijsrc.2017.09.002.
10.1007/978-1-4419-9857-6_1	45	chicago-annotated-bibliography	Fraser, Cynthia. “Statistics for Decision Making and Competitive Advantage.” Business Statistics for Competitive Advantage with Excel 2010 (September 23, 2011): 1–3. doi:10.1007/978-1-4419-9857-6_1.
10.1007/978-1-4419-9857-6_1	45	iso690-author-date-en	FRASER, Cynthia, 2011, Statistics for Decision Making and Competitive Advantage. Business Statistics for Competitive Advantage with Excel 2010 [online]. 23 September 2011. P. 1–3. DOI 10.1007/978-1-4419-9857-6_1. Available from: http://dx.doi.org/10.1007/978-1-4419-9857-6_1
10.1007/978-1-4419-9857-6_1	45	acm-sig-proceedings	[1]Fraser, C. 2011. Statistics for Decision Making and Competitive Advantage. Business Statistics for Competitive Advantage with Excel 2010. (Sep. 2011), 1–3.
10.1007/978-1-4419-9857-6_1	45	apa	Fraser, C. (2011). Statistics for Decision Making and Competitive Advantage. Business Statistics for Competitive Advantage with Excel 2010, 1–3. doi:10.1007/978-1-4419-9857-6_1
10.2307/400787	46	american-sociological-association	Steiner, Herbert. 1941. “Der Briefwechsel George-Hofmannsthal.” The German Quarterly 14(2):84. Retrieved (http://dx.doi.org/10.2307/400787).
10.1081/scc-120003144	47	council-of-science-editors	1. Huang D, Wang J-X, Hu Y, Zhang Y, Tang J. A NEW SOLVENT-FREE SYNTHESIS OF α,β-UNSATURATED KETONES FROM ACETALS WITH ARYL KETONES UNDER MICROWAVE IRRADIATION. Synthetic Communications [Internet]. 2002 January;32(7):971–979. Available from: http://dx.doi.org/10.1081/scc-120003144
10.1081/scc-120003144	47	apa	Huang, D., Wang, J.-X., Hu, Y., Zhang, Y., & Tang, J. (2002). A NEW SOLVENT-FREE SYNTHESIS OF α,β-UNSATURATED KETONES FROM ACETALS WITH ARYL KETONES UNDER MICROWAVE IRRADIATION. Synthetic Communications, 32(7), 971–979. doi:10.1081/scc-120003144
10.1081/scc-120003144	47	ieee	[1]D. Huang, J.-X. Wang, Y. Hu, Y. Zhang, and J. Tang, “A NEW SOLVENT-FREE SYNTHESIS OF α,β-UNSATURATED KETONES FROM ACETALS WITH ARYL KETONES UNDER MICROWAVE IRRADIATION,” Synthetic Communications, vol. 32, no. 7, pp. 971–979, Jan. 2002.
10.1081/scc-120003144	47	american-society-of-mechanical-engineers	[1] Huang D., Wang J.-X., Hu Y., Zhang Y., and Tang J., 2002, “A NEW SOLVENT-FREE SYNTHESIS OF α,β-UNSATURATED KETONES FROM ACETALS WITH ARYL KETONES UNDER MICROWAVE IRRADIATION,” Synthetic Communications, 32(7), pp. 971–979.
10.1046/j.1464-4096.2001.01642.x	48	ieee	[1]K. Nakamura, C. Fujiyama, Y. Tokuda, H. Sugihara, and Z. Masaki, “Bladder cancer cell implantation in reconstructed bladder in vitro: a model of tumour recurrence,” BJU International, vol. 89, no. 1, pp. 119–125, Jun. 2008.
10.1046/j.1464-4096.2001.01642.x	48	american-medical-association	1. Nakamura K, Fujiyama C, Tokuda Y, Sugihara H, Masaki Z. Bladder cancer cell implantation in reconstructed bladder in vitro: a model of tumour recurrence. BJU International. 2008;89(1):119–125. doi:10.1046/j.1464-410x.2002.02522.x.
10.1046/j.1464-4096.2001.01642.x	48	modern-humanities-research-association	Nakamura, K., C. Fujiyama, Y. Tokuda, H. Sugihara, and Z. Masaki, ‘Bladder Cancer Cell Implantation in Reconstructed Bladder in Vitro: a Model of Tumour Recurrence’, BJU International, 89 (2008), 119–125 <doi:10.1046/j.1464-410x.2002.02522.x>
10.1016/0022-3093(83)90611-7	49	modern-humanities-research-association	Yamaguchi, Masaaki, ‘Effects of Light Irradiation and Adsorption on Thermally Stimulated Currents in Hydrogenated Amorphous Silicon’, Journal of Non-Crystalline Solids, 59-60 (1983), 425–428 <doi:10.1016/0022-3093(83)90611-7>
10.3109/01676838609036048	50	apa	Bahgat, M. M. (1986). Comparative study of local injection therapy of chalazia. Orbit, 5(3), 219–222. doi:10.3109/01676838609036048
10.3109/01676838609036048	50	chicago-annotated-bibliography	Bahgat, Mostafa M. “Comparative Study of Local Injection Therapy of Chalazia.” Orbit 5, no. 3 (January 1986): 219–222. doi:10.3109/01676838609036048.
10.3109/01676838609036048	50	council-of-science-editors	1. Bahgat MM. Comparative study of local injection therapy of chalazia. Orbit [Internet]. 1986 January;5(3):219–222. Available from: http://dx.doi.org/10.3109/01676838609036048
10.1093/odnb/9780192683120.013.17497	51	ieee	[1]“Macfarren, Georgee (1788–1843),” Oxford Dictionary of National Biography, Nov. 2017.
10.1063/1.5023811	52	american-society-of-mechanical-engineers	[1] Swanson D. E., Reich C., Abbas A., Shimpi T., Liu H., Ponce F. A., Walls J. M., Zhang Y.-H., Metzger W. K., Sampath W. S., and Holman Z. C., 2018, “CdCl2 passivation of polycrystalline CdMgTe and CdZnTe absorbers for tandem photovoltaic cells,” Journal of Applied Physics, 123(20), p. 203101.
10.1016/j.bpj.2014.12.002	53	chicago-annotated-bibliography	Verkhovsky, Alexander B. “Three-Dimensional Forces for Two-Dimensional Motion.” Biophysical Journal 108, no. 4 (February 2015): 781–782. doi:10.1016/j.bpj.2014.12.002.
10.1016/j.bpj.2014.12.002	53	modern-humanities-research-association	Verkhovsky, Alexander B., ‘Three-Dimensional Forces for Two-Dimensional Motion’, Biophysical Journal, 108 (2015), 781–782 <doi:10.1016/j.bpj.2014.12.002>
10.1016/j.bpj.2014.12.002	53	american-chemical-society-author-date	Verkhovsky, A. B. Three-Dimensional Forces for Two-Dimensional Motion. Biophysical Journal 2015, 108, 781–782.
10.1787/itcs-v2013-4-table241-fr	54	modern-language-association	“23 Caoutchouc Brut (dont Synthétique et Régénéré) : Corée.” (2013): n. pag. Crossref. Web.
10.1787/itcs-v2013-4-table241-fr	54	american-society-of-mechanical-engineers	[1]2013, “23 Caoutchouc brut (dont synthétique et régénéré) : Corée.”
10.1787/itcs-v2013-4-table241-fr	54	american-chemical-society-author-date	23 Caoutchouc Brut (dont Synthétique et Régénéré) : Corée. 2013.
10.1787/itcs-v2013-4-table241-fr	54	acm-sig-proceedings	[1]2013. 23 Caoutchouc brut (dont synthétique et régénéré) : Corée. (Nov. 2013).
10.1787/itcs-v2013-4-table241-fr	54	iso690-author-date-en	, 2013, 23 Caoutchouc brut (dont synthétique et régénéré) : Corée. [online]. 22 November 2013. DOI 10.1787/itcs-v2013-4-table241-fr. Available from: http://dx.doi.org/10.1787/itcs-v2013-4-table241-fr
10.1016/0953-7112(93)90057-k	55	american-chemical-society-author-date	Self-Assessment Questions: Aspects of Glandular Dysfunction and Response. Current Anaesthesia & Critical Care 1993, 4, 59–61.
10.1016/0953-7112(93)90057-k	55	mcgill-en	“Self-assessment questions: Aspects of glandular dysfunction and response” (1993) 4:1 Current Anaesthesia & Critical Care 59, online: <http://dx.doi.org/10.1016/0953-7112(93)90057-k>.
10.1016/0953-7112(93)90057-k	55	council-of-science-editors	1. Anon. Self-assessment questions: Aspects of glandular dysfunction and response. Current Anaesthesia & Critical Care [Internet]. 1993 February;4(1):59–61. Available from: http://dx.doi.org/10.1016/0953-7112(93)90057-k
10.1080/21568235.2015.1044545	56	ieee	[1]Y. Lebeau and A. Cochrane, “Rethinking the ‘third mission’: UK universities and regional engagement in challenging times,” European Journal of Higher Education, vol. 5, no. 3, pp. 250–263, Jul. 2015.
10.1080/21568235.2015.1044545	56	chicago-annotated-bibliography	Lebeau, Yann, and Allan Cochrane. “Rethinking the ‘third Mission’: UK Universities and Regional Engagement in Challenging Times.” European Journal of Higher Education 5, no. 3 (July 3, 2015): 250–263. doi:10.1080/21568235.2015.1044545.
10.1080/21568235.2015.1044545	56	american-medical-association	1. Lebeau Y, Cochrane A. Rethinking the “third mission”: UK universities and regional engagement in challenging times. European Journal of Higher Education. 2015;5(3):250–263. doi:10.1080/21568235.2015.1044545.
10.1055/b-0034-14729	57	turabian-fullnote-bibliography	Van Waes, Hubertus J. M., and Paul W. Stöckli, eds. “Lokalanästhesie.” Kinderzahnmedizin (2001). http://dx.doi.org/10.1055/b-0034-14729.
10.1055/b-0034-14729	57	american-chemical-society-author-date	Lokalanästhesie. Kinderzahnmedizin 2001.
10.1055/b-0034-14729	57	american-sociological-association	Van Waes, Hubertus J. M., and Paul W. Stöckli, eds. 2001. “Lokalanästhesie.” Kinderzahnmedizin. Retrieved (http://dx.doi.org/10.1055/b-0034-14729).
10.1021/j100355a017	58	ieee	[1]M. Hoshino, M. Kogure, K. Amano, and T. Hinohara, “Dual photodissociation of axial ligands in six-coordinate cobalt(III) tetraphenylporphyrins,” The Journal of Physical Chemistry, vol. 93, no. 18, pp. 6655–6659, Sep. 1989.
10.1021/j100355a017	58	apa	Hoshino, M., Kogure, M., Amano, K., & Hinohara, T. (1989). Dual photodissociation of axial ligands in six-coordinate cobalt(III) tetraphenylporphyrins. The Journal of Physical Chemistry, 93(18), 6655–6659. doi:10.1021/j100355a017
10.1016/j.jssc.2005.11.008	59	modern-language-association	Rodríguez-Reyna, E. et al. “Structural, Microstructurall and Vibrational Characterization of Apatite-Type Lanthanum Silicates Prepared by Mechanical Milling.” Journal of Solid State Chemistry 179.2 (2006): 522–531. Crossref. Web.
10.1016/j.jssc.2005.11.008	59	turabian-fullnote-bibliography	Rodríguez-Reyna, E., A.F. Fuentes, M. Maczka, J. Hanuza, K. Boulahya, and U. Amador. “Structural, Microstructurall and Vibrational Characterization of Apatite-Type Lanthanum Silicates Prepared by Mechanical Milling.” Journal of Solid State Chemistry 179, no. 2 (February 2006): 522–531. http://dx.doi.org/10.1016/j.jssc.2005.11.008.
10.1016/j.jssc.2005.11.008	59	american-medical-association	1. Rodríguez-Reyna E, Fuentess AF, Maczka M, Hanuza J, Boulahya K, Amador U. Structural, microstructural and vibrational characterization of apatite-type lanthanum silicates prepared by mechanical milling. Journal of Solid State Chemistry. 2006;179(2):522–531. doi:10.1016/j.jssc.2005.11.008.
10.1016/j.jssc.2005.11.008	59	american-chemical-society-author-date	Rodríguez-Reyna, E.; Fuentes, A. F.; Maczka, M.; Hanuza, J.; Boulahya, K.; Amador, U. Structural, Microstructural and Vibrational Characterization of Apatite-Type Lanthanum Silicates Prepared by Mechanical Milling. Journal of Solid State Chemistry 2006, 179, 522–531.
10.1016/j.jssc.2005.11.008	59	modern-humanities-research-association	Rodríguez-Reyna, E., A.F. Fuentes, M. Maczka, J. Hanuza, K. Boulahya, and U. Amador, ‘Structural, Microstructural and Vibrational Characterization of Apatite-Type Lanthanum Silicates Prepared by Mechanical Milling’, Journal of Solid State Chemistry, 179 (2006), 522–531 <doi:10.1016/j.jssc.2005.11.008>
10.1002/sys.21474	60	american-chemical-society-author-date	Kordova, S.; Katz, E.; Frank, M. Managing Development projects—The Partnership Between Project Managers and Systems Engineers. Systems Engineering 2018, 22, 227–242.
10.1002/sys.21474	60	acm-sig-proceedings	[1]Kordova, S. et al. 2018. Managing development projects—The partnership between project managers and systems engineers. Systems Engineering. 22, 3 (Nov. 2018), 227–242.
10.1002/sys.21474	60	american-sociological-association	Kordova, Sigal, Eyal Katz, and Moti Frank. 2018. “Managing Development projects—The Partnership Between Project Managers and Systems Engineers.” Systems Engineering 22(3):227–42. Retrieved (http://dx.doi.org/10.1002/sys.21474).
10.1088/0953-4075/40/16/002	61	modern-humanities-research-association	Li, Shujing, Xudongg Yang, Xuemin Cao, Changde Xie, and Hai Wang, ‘Two Electromagnetically Induced Transparency Windows and an Enhanced Electromagnetically Induced Transparency Signal in a Four-Level Tripod Atomic System’, Journal of Physics B: Atomic, Molecular and Optical Physics, 40 (2007), 3211–3219 <doi:10.1088/0953-4075/40/16/002>
10.1088/0953-4075/40/16/002	61	modern-language-association	Li, Shujing et al. “Two Electromagnetically Induced Transparency Windows and an Enhanced Electromagnetically Induced Transparency Signal in a Four-Level Tripod Atomic System.” Journal of Physics B: Atomic, Molecular and Optical Physics 40.16 (2007): 3211–3219. Crossref. Web.
10.1088/0953-4075/40/16/002	61	apa	Li, S., Yang, X., Cao, X., Xie, C., & Wang, H. (2007). Two electromagnetically induced transparency windows and an enhanced electromagnetically induced transparency signal in a four-level tripod atomic system. Journal of Physics B: Atomic, Molecular and Optical Physics, 40(16), 3211–3219. doi:10.1088/0953-4075/40/16/002
10.1088/0953-4075/40/16/002	61	american-medical-association	1. Li S, Yang X, Cao X, Xie C, Wang H. Two electromagnetically induced transparency windows and an enhanced electromagnetically induced transparency signal in a four-level tripod atomic system. Journal of Physics B: Atomic, Molecular and Optical Physics. 2007;40(16):3211–3219. doi:10.1088/0953-4075/40/16/002.
10.2497/jjspm.28.276	62	iso690-author-date-en	MAKINO, Kazutaka, 1981, Journal of the Japan Society of Powder and Powder Metallurgy [online]. 1981. Vol. 28, no. 8, p. 276–281. DOI 10.2497/jjspm.28.276. Available from: http://dx.doi.org/10.2497/jjspm.28.276
10.2497/jjspm.28.276	62	american-chemical-society-author-date	Makino, K. Journall of the Japan Society of Powder and Powder Metallurgy 1981, 28, 276–281.
10.2497/jjspm.28.276	62	turabian-fullnote-bibliography	Makino, Kazutaka. Journal of the Japan Society of Powder and Powder Metallurgy 28, no. 8 (1981): 276–281. http://dx.doi.org/10.2497/jjspm.28.276.
10.2497/jjspm.28.276	62	modern-humanities-research-association	Makino, Kazutaka, Journal of the Japan Society of Powder and Powder Metallurgy, 28 (1981), 276–281 <doi:10.2497/jjspm.28.276>
10.1016/j.apsusc.2010.03.060	63	turabian-fullnote-bibliography	Chen, Xinyu, Min Jia, Guozhu Liu, Xiangwen Zhang, Li Wang, and Zhentao Mi. “Catalytic Performance of Grafted Al-MCM-41 in Hydroisomerization of n-Dodecane.” Applied Surface Science 256, no. 20 (August 2010): 5856–5861. http://dx.doi.org/10.1016/j.apsusc.2010.03.060.
10.1016/j.apsusc.2010.03.060	63	modern-language-association	Chen, Xinyu et al. “Catalytic Performance of Grafted Al-MCM-41 in Hydroisomerization of n-Dodecane.” Applied Surface Science 256.20 (2010): 5856–5861. Crossref. Web.
10.1143/ptps.193.180	64	iso690-author-date-en	CSÖRGŐ, Tamás, ANTCHEV, G., ASPELL, P., ATANASSOV, I., AVATI, V., BAECHLER, J., BERARDI, V., BERRETTI, M., BOSSINI, E., BOZZO, M., BROGI, P., BRÜCKEN, E., BUZZO, A., CAFAGNA, F. S., CALICCHIO, M., CATANESI, M. G., COVAULT, C., CSANÁD, M., DEILE, M., DIMOVASILI, E., DOUBEK, M., EGGERT, K., EREMIN, V., FERRETTI, R., FERRO, F., FIERGOLSKI, A., GARCIA, F., GIANI, S., GRECO, V., GRZANKA, L., HEINO, J., HILDEN, T., INTONTI, M. R., JANDA, M., KAŠPAR, J., KOPAL, J., KUNDRÁT, V., KURVINEN, K., LAMI, S., LATINO, G., LAUHAKANGAS, R., LESZKO, T., LIPPMAA, E., LOKAJÍČEK, M., VETERE, M. Lo, RODRÍGUEZ, F. Lucas, MACRÍ, M., MAGALETTI, L., MAGAZZÙ, G., MERCADANTE, A., MEUCCI, M., MINUTOLI, S., NEMES, F., NIEWIADOMSKI, H., NOSCHIS, E., NOVÁK, T., OLIVERI, E., OLJEMARK, F., ORAVA, R., ORIUNNO, M., ÖSTERBERG, K., PALAZZI, P., PERROT, A.-L., PEDRESCHI, E., PETÄJÄJÄRVI, J., PROCHÁZKA, J., QUINTO, M., RADERMACHER, E., RADICIONI, E., RAVOTTI, F., ROBUTTI, E., ROPELEWSKI, L., RUGGIERO, G., SAARIKKO, H., SANGUINETTI, G., SANTRONI, A., SCRIBANO, A., SETTE, G., SNOEYS, W., SPINELLA, F., SZIKLAI, J., TAYLOR, C., TURINI, N., VACEK, V., VÍTEK, M., WELTI, J. and WHITMORE, J., 2012, Elastic Scattering and Total Cross-Section in p+p Reactions. Progress of Theoretical Physics Supplement [online]. 2012. Vol. 193, p. 180–183. DOI 10.1143/ptps.193.180. Available from: http://dx.doi.org/10.1143/ptps.193.180
10.1143/ptps.193.180	64	american-medical-association	1. Csörgő T, Antchev G, Aspell P, et al. Elastic Scattering and Total Cross-Section in p+p Reactions. Progress of Theoretical Physics Supplement. 2012;193:180–183. doi:10.1143/ptps.193.180.
10.17280/jdd.2008.8.2.034	65	turabian-fullnote-bibliography	Yoon Hyun Chul. “The Representation of Self-Identity in Video Phone TV Commercials.” Journal of Digital Design 8, no. 2 (April 2008): 349–358. http://dx.doi.org/10.17280/jdd.2008.8.2.034.
10.17280/jdd.2008.8.2.034	65	american-sociological-association	Yoon Hyun Chul. 2008. “The Representation of Self-Identity in Video Phone TV Commercials.” Journal of Digital Design 8(2):349–58. Retrieved (http://dx.doi.org/10.17280/jdd.2008.8.2.034).
10.1080/00231940.1977.11757882	66	apa	Irwin-Williams, C. (1977). Black Boxes and Multiple Working Hypotheses: Reconstructing the Economy of Early Southwest Hunters. KIVA, 42(3-4), 285–299. doi:10.1080/00231940.1977.11757882
10.1080/00231940.1977.11757882	66	american-medical-association	1. Irwin-Williams C. Black Boxes and Multiple Working Hypotheses: Reconstructing the Economy of Early Southwest Hunters. KIVA. 1977;42(3-4):285–299. doi:10.1080/00231940.1977.11757882.
