id	bibtex_string
1533	"@article{ref1533, 
 author  =  {Francisco M} , 
 year  =  {2009} , 
 title  =  {Erratum: Biotech hirings and firings} , 
 booktitle  =  {Nature Biotechnology} , 
 volume  =  {27(7} , 
 pages  =  {671 -- 671} , 
 identifier  =  {doi:10.1038/nbt0709-671d} 
 }"
1534	"@article{ref1534, 
 author  =  {Franzen D and Day G. W. and R. L.} , 
 year  =  {1982 1982.�} , 
 title  =  {“Technical digest -} , 
 booktitle  =  {Symposium on Optical Fiber Measurements} 
 }"
1534	"@article{ref1534, 
 author  =  {Franzen DL, G W and Day R L and Gallawa} , 
 booktitle  =  {Digest - Symposium on Optical Fiber Measurements} , 
 year  =  {1982” (1982)} 
 }"
1535	"@article{ref1535, 
 author  =  {“Editorial Board�} , 
 year  =  {2012} , 
 title  =  {12:131 Kinésithérapie} , 
 booktitle  =  {la Revue i, online: <http://dx.doi.org/10.1016/s1779-0123(12)00238-0>} 
 }"
1536	"@article{ref1536, 
 author  =  {Lucas Fred V. and Victor M and Carnes Herbert J and Schmidt Donald R and Sipes David G and Hall} , 
 year  =  {1964} , 
 title  =  {“Uterine Peroxidase Activity in Human Endometrium.�} , 
 booktitle  =  {American Journal of Obstetrics and Gynecology} , 
 volume  =  {88(7):965–67} 
 }"
1536	"@article{ref1536, 
 author  =  {Lucas Fred V} , 
 title  =  {“Uterine peroxidase activity in human endometrium� 88:7 American} , 
 year  =  {1964} , 
 booktitle  =  {Journal of Obstetrics and Gynecology} , 
 volume  =  {965} , 
 pages  =  {h -- 10</fpage> - <lpage>1016</fpage> - <lpage>0002</fpage> - <lpage>9378</fpage> - <lpage>64</fpage> - <lpage>90743</fpage> - <lpage>4} 
 }"
1537	"@article{ref1537, 
 author  =  {Stic} , 
 title  =  {Licutenantt william bligh. Notes and Queries} , 
 identifier  =  {1856;s2-II(47):411–411. doi:10.1093/nq/s2-ii.47.411d} 
 }"
1537	"@article{ref1537, 
 author  =  {william bligh�} , 
 year  =  {1856} , 
 title  =  {s2-II:47 Notes} , 
 booktitle  =  {and Queries} , 
 volume  =  {411} , 
 pages  =  {h -- 10</fpage> - <lpage>1093</fpage> - <lpage>2</fpage> - <lpage>47</fpage> - <lpage>411</fpage> - <lpage>} 
 }"
1537	"@article{ref1537, 
 author  =  {STIC} , 
 year  =  {1856 1856} , 
 title  =  {Licutenant william bligh} , 
 booktitle  =  {Notes and Queries} , 
 note  =  {22 November} , 
 volume  =  {Vol. s2-II, no. 47} , 
 url  =  {http://dx.doi.org/10.1093/nq/s2-ii.47.411d} 
 }"
1538	"@article{ref1538, 
 author  =  {ANTONIOU Constantinos, GIKAS, Vassilis, PAPATHANASOPOULOU, Vasileia, DANEZIS, Chris, PANAGOPOULOS, Athanasios D. and MARKOU Ioulia, EFTHYMIOU, Dimitrios, YANNIS, George and PERAKIS Harris} , 
 year  =  {2015 January 2015} , 
 title  =  {Localization and Driving Behavior Classification with Smartphone Sensors in Direct Absence of Global Navigation Satellite Systems} , 
 booktitle  =  {Transportation Research Record: Journal of the Transportation Research Board} , 
 volume  =  {Vol. 2489, no. 1} , 
 url  =  {http://dx.doi.org/10.3141/2489-08} 
 }"
1539	"@article{ref1539, 
 author  =  {ROSSI Michel J. and MALHOTRA Ripudaman and and GOLDEN David M.} , 
 year  =  {1987 February 1987} , 
 title  =  {Heterogeneous chemical reaction of chlorine nitrate and water on sulfuric-acid surfaces at room temperature} , 
 booktitle  =  {Geophysical Research Letters} , 
 volume  =  {Vol. 14, no. 2} , 
 url  =  {http://dx.doi.org/10.1029/gl014i002p00127} 
 }"
1540	"@article{ref1540, 
 author  =  {Burt Christopher D and B} , 
 title  =  {“Prospective and Retrospective Account-Making in Diary Entries: A Model of Anxiety Reduction and Avoidance.” Anxiety} , 
 booktitle  =  {Stress & Coping} , 
 volume  =  {6.4} , 
 year  =  {1994} , 
 pages  =  {327 -- 340} , 
 note  =  {Crossref. Web} 
 }"
1540	"@article{ref1540, 
 author  =  {Burt Christopher D} , 
 title  =  {B., ‘Prospective and Retrospective Account-Making in Diary Entries: A Model of Anxiety Reduction and Avoidance’, Anxiety} , 
 booktitle  =  {Stress & Coping} , 
 volume  =  {6} , 
 year  =  {1994} , 
 pages  =  {327 -- 340} 
 }"
1540	"@article{ref1540, 
 author  =  {Burt CDB} , 
 title  =  {Prospective and retrospective account-making in diary entries: A model of anxiety reduction and avoidance. Anxiety} , 
 booktitle  =  {Stress & Coping [Internet] January;6(4):327–340} , 
 year  =  {1994} , 
 url  =  {http://dx.doi.org/10.1080/10615809408248806} 
 }"
1541	"@article{ref1541, 
 author  =  {PGEC} , 
 title  =  {Papers Awards for 1955} , 
 booktitle  =  {IEEE Transactions on Electronic Computers. 1956;EC-5(2):63–64. doi:10.1109/tec.1956.5219800} 
 }"
1541	"@article{ref1541, 
 author  =  {Paperss} , 
 title  =  {Awards for 1955,�} , 
 booktitle  =  {IEEE Transactions on Electronic Computers} , 
 volume  =  {EC-5} , 
 issue  =  {2} , 
 pages  =  {63 -- 64} , 
 year  =  {1956} 
 }"
1542	"@article{ref1542, 
 author  =  {Meves} , 
 title  =  {Friedr. “Chromosomenlängen bei Salamandra, nebst Bemerkungen zur Individualitätstheorie der Chromosomen� 77:1 Archiv für Mikroskopische Anatomie} , 
 year  =  {1911} , 
 volume  =  {273A} , 
 pages  =  {h -- 10</fpage> - <lpage>1007</fpage> - <lpage>02997380} 
 }"
1543	"@article{ref1543, 
 author  =  {Erratum} , 
 year  =  {2011} , 
 title  =  {The Journal of Geology} , 
 volume  =  {Vol. 119, no. 5} , 
 url  =  {http://dx.doi.org/10.1086/661255} 
 }"
1543	"@article{ref1543, 
 booktitle  =  {The Journal of Geology} , 
 volume  =  {119} , 
 issue  =  {5} , 
 year  =  {September 2011)} , 
 pages  =  {557 -- 558} , 
 identifier  =  {doi:10.1086/661255} 
 }"
1544	"@article{ref1544, 
 author  =  {Anon} , 
 year  =  {2007} , 
 title  =  {“Spotlights on Our Sister Journals: Chem} , 
 booktitle  =  {Eur. J. 35/2007.” Chemistry - A European Journal} , 
 pages  =  {13 -- 35</fpage> - <lpage>9732</fpage> - <lpage>33} 
 }"
1544	"@article{ref1544, 
 title  =  {“Spotlights on Our Sisterr Journals: Chem} , 
 booktitle  =  {Eur. J. 35/2007.” Chemistry - A European Journal} , 
 volume  =  {13} , 
 issue  =  {35 27} , 
 year  =  {2007} , 
 pages  =  {9732 -- 9733} , 
 url  =  {http://dx.doi.org/10.1002/chem.200790137} 
 }"
1544	"@article{ref1544, 
 title  =  {“Spotlights on our sister journals: Chem. Eur 13:35 Chemistry - A} , 
 author  =  {J} , 
 year  =  {35/2007” (2007)} , 
 booktitle  =  {European Journal} , 
 volume  =  {9732} , 
 url  =  {<http://dx.doi.org/10.1002/chem.200790137>} 
 }"
1544	"@article{ref1544, 
 year  =  {1]2007 2007} , 
 title  =  {Spotlightss on our sister journals: Chem} , 
 booktitle  =  {Eur. J. 35/2007. Chemistry - A European Journal} , 
 volume  =  {13, 35} , 
 pages  =  {9732 -- 9733} 
 }"
1545	"@article{ref1545, 
 author  =  {E} , 
 year  =  {2009 2009} , 
 title  =  {Effect of Blood Hematocrit and Erythrocyte Deformability on Adenosine 5′-Diphosphate Platelet Reactivity in Patients With Acute Coronary Syndromes on Dual Antiplatelet Therapy} , 
 booktitle  =  {The American Journal of Cardiology} , 
 volume  =  {104, 6} , 
 note  =  {Sep} , 
 pages  =  {764 -- 768} 
 }"
1546	"@article{ref1546, 
 author  =  {Sandon W. J and Dixon F. J and Massey} , 
 title  =  {“An Introduction to Statistical Analysis,” The} , 
 booktitle  =  {Mathematical Gazette} , 
 volume  =  {36} , 
 issue  =  {317} , 
 pages  =  {228 --} , 
 year  =  {1952} 
 }"
1546	"@article{ref1546, 
 author  =  {Sandon Frank, W. J and Dixon F. J and Massey} , 
 title  =  {Introduction to Statistical Analysis.” The} , 
 booktitle  =  {Mathematical Gazette} , 
 volume  =  {36} , 
 issue  =  {317} , 
 year  =  {September 1952)} , 
 pages  =  {228 --} , 
 identifier  =  {doi:10.2307/3608282} 
 }"
1546	"@article{ref1546, 
 author  =  {Sandon Frank, W. J and Dixon F. J and Massey} , 
 title  =  {‘An Introductionn to Statistical Analysis�} , 
 booktitle  =  {The Mathematical Gazette} , 
 volume  =  {36 228} , 
 year  =  {1952} , 
 pages  =  {d -- 10</fpage> - <lpage>2307</fpage> - <lpage>3608282} 
 }"
1547	"@article{ref1547, 
 author  =  {Galliano Daniele and Alberto Antonio and Lioy Fabio and Maino} , 
 title  =  {“Non-Intrusive Authentication.” Information Security} , 
 booktitle  =  {in Research and Business} , 
 year  =  {1997} , 
 pages  =  {440 -- 451} , 
 url  =  {http://dx.doi.org/10.1007/978-0-387-35259-6_36} 
 }"
1547	"@article{ref1547, 
 author  =  {Galliano Danielee and Alberto Antonio and Lioy Fabio and Maino} , 
 year  =  {1997} , 
 title  =  {“Non-Intrusive Authentication.” Information Security in Research and Business 440–51} 
 }"
1547	"@article{ref1547, 
 author  =  {Galliano D. A. and Lioy A and Maino F} , 
 year  =  {1997} , 
 title  =  {“Non-intrusive authentication,�} , 
 booktitle  =  {Information Security in Research and Business} , 
 pages  =  {440 -- 451} 
 }"
1548	"@article{ref1548, 
 author  =  {Zajontz A and Leysens} , 
 title  =  {“Civil Society in Southern Africa – Transformers from Below?,�} , 
 booktitle  =  {Journal of Southern African Studies} , 
 volume  =  {41} , 
 issue  =  {4} , 
 pages  =  {887 -- 904} , 
 year  =  {2015} 
 }"
1548	"@article{ref1548, 
 author  =  {Zajontz T and Leysens A} , 
 year  =  {2015} , 
 title  =  {Civil Society in Southern Africa – Transformers from Below} , 
 booktitle  =  {Journal of Southern African Studies} , 
 volume  =  {41(4} , 
 pages  =  {887 -- 904} , 
 identifier  =  {doi:10.1080/03057070.2015.1060091} 
 }"
1549	"@article{ref1549, 
 author  =  {Manik Ester} , 
 title  =  {“The Impact of Motivation, Ability, Role Perception on Employee Performance and Situational Factor as Moderating Variable of Public Agency} , 
 editor  =  {Bandung, Indonesia”} , 
 year  =  {2017} , 
 volume  =  {3:4 65} , 
 booktitle  =  {INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE AND BUSINESS ADMINISTRATION} , 
 url  =  {<http://dx.doi.org/10.18775/ijmsba.1849-5664-5419.2014.34.1008>} 
 }"
1550	"@article{ref1550, 
 author  =  {Raupachh Bã¯â¿â� and Marzillier J and Schmidt M. A.} , 
 year  =  {1994} , 
 title  =  {“Efficient production of active and mutated ADP-ribosyltransferase (S1) of pertussis toxin using affinity expression cassette polymerase chain reaction,” FEMS} , 
 booktitle  =  {Immunology & Medical Microbiology} , 
 volume  =  {8(3} , 
 pages  =  {197 -- 206} 
 }"
1550	"@article{ref1550, 
 author  =  {Raupach Bã¯Â¿Â½rbel, Jutta and Marzillier M.Alexander and Schmidt} , 
 title  =  {“Efficient Production of Active and Mutated ADP-Ribosyltransferase (S1) of Pertussis Toxin Using Affinity Expression Cassette Polymerase Chain Reaction.” FEMS} , 
 booktitle  =  {Immunology & Medical Microbiology} , 
 volume  =  {8} , 
 issue  =  {3} , 
 year  =  {March 1994)} , 
 pages  =  {197 -- 206} , 
 url  =  {http://dx.doi.org/10.1111/j.1574-695x.1994.tb00443.x} 
 }"
1551	"@article{ref1551, 
 author  =  {Feist R and McCall S} , 
 title  =  {A Model of the Universe: Space-Time, Probability and Decision} , 
 booktitle  =  {The Philosophical Review} , 
 year  =  {1995} , 
 volume  =  {104} , 
 pages  =  {632 --} 
 }"
1551	"@article{ref1551, 
 author  =  {Feist Richard and McCall} , 
 given-names  =  {Storrss} , 
 year  =  {1995} , 
 title  =  {“A Model of the Universe: Space-Time, Probability and Decision.�} , 
 booktitle  =  {The Philosophical Review} , 
 volume  =  {104(4):632} , 
 url  =  {Retrieved (http://dx.doi.org/10.2307/2185839)} 
 }"
1552	"@article{ref1552, 
 author  =  {Kiechl Stefan, Eva and Lorenz Markuss and Reindl Christian J and Wiedermann Friedrich and Oberhollenzer Enzo and Bonora Johann and Willeit David A and Schwartz} , 
 title  =  {“Toll-Like Receptor 4 Polymorphisms and Atherogenesis.” New} , 
 booktitle  =  {England Journal of Medicine} , 
 volume  =  {347} , 
 issue  =  {3} , 
 note  =  {July 18} , 
 year  =  {2002} , 
 pages  =  {185 -- 192} , 
 url  =  {http://dx.doi.org/10.1056/nejmoa012673} 
 }"
1553	"@article{ref1553, 
 author  =  {M} , 
 year  =  {2016 2016} , 
 title  =  {Quantitative-Structure Activity Relationship Modeling and Cheminformatics} , 
 booktitle  =  {Statistics for Biology and Health} , 
 pages  =  {141 -- 155} 
 }"
1553	"@article{ref1553, 
 author  =  {KUHN Max} , 
 year  =  {2016 2016} , 
 title  =  {Quantitative-Structure Activity Relationship Modeling and Cheminformatics. Statistics for Biology and Health} , 
 booktitle  =  {P. 141–155. DOI 10.1007/978-3-319-23558-5_6} , 
 url  =  {http://dx.doi.org/10.1007/978-3-319-23558-5_6} 
 }"
1553	"@article{ref1553, 
 author  =  {Kuhn Max} , 
 year  =  {2016} , 
 title  =  {“Quantitative-Structure Activity Relationship Modeling and Cheminformatics.” Statistics for Biology and Health 141–55} 
 }"
1553	"@article{ref1553, 
 author  =  {Kuhn Max. “Quantitative-Structure and Activity} , 
 title  =  {Relationship Modeling and Cheminformatics.” Statistics for Biology and Health} , 
 year  =  {2016} , 
 pages  =  {141 -- 155} , 
 note  =  {Crossref. Web} 
 }"
1554	"@article{ref1554, 
 author  =  {Didic E and Barbeau O and Felician E and Guedj J.-P and Ranjeva P and Cozzone F and De Anna M and Poncet M} , 
 title  =  {Ceccaldi, “O3-2 Diagnostic de la maladie d’Alzheimer au stade prodromal : Suivi longitudinal de patients MCI présentant une dysfonction soushippocampique,�} , 
 booktitle  =  {Revue Neurologique} , 
 volume  =  {165} , 
 issue  =  {10} , 
 pages  =  {45 -- 46} , 
 year  =  {2009} 
 }"
1554	"@article{ref1554, 
 author  =  {DIDIC M and BARBEAU E and FELICIAN O and GUEDJ E and RANJEVA J.-P and COZZONE P and DE ANNA F and PONCET M and CECCALDI M} , 
 year  =  {2009 October 2009} , 
 title  =  {O3-2 Diagnostic de la maladie d’Alzheimer au stade prodromal : Suivi longitudinal de patients MCI présentant une dysfonction soushippocampique} , 
 booktitle  =  {Revue Neurologique} , 
 volume  =  {Vol. 165, no. 10} , 
 url  =  {http://dx.doi.org/10.1016/s0035-3787(09)72597-4} 
 }"
1554	"@article{ref1554, 
 author  =  {Didic M and Barbeau E and Felician O and Guedj E and Ranjeva J.-P., Cozzone P and De Anna F and Poncet M} , 
 editor  =  {Ceccaldi M.} , 
 year  =  {2009} , 
 title  =  {“O3-2 Diagnostic de la maladie d’Alzheimer au stade prodromal : Suivi longitudinal de patients MCI présentant une dysfonction soushippocampique,�} , 
 booktitle  =  {Revue Neurologique} , 
 volume  =  {165(10} , 
 pages  =  {45 -- 46} 
 }"
1555	"@article{ref1555, 
 author  =  {Chai Qiao and He} , 
 given-names  =  {Jie} , 
 title  =  {“Chinese Preschoolers’ Resource Allocation in the Face of Existing Inequality Under Collaborative and Noncollaborative Contexts.�} , 
 booktitle  =  {Developmental Psychology} , 
 volume  =  {53} , 
 issue  =  {8} , 
 year  =  {August 2017)} , 
 pages  =  {1494 -- 1500} , 
 url  =  {http://dx.doi.org/10.1037/dev0000359} 
 }"
1556	"@article{ref1556, 
 author  =  {Grundmann W and Rathner R} , 
 title  =  {Abschlussprüfungen Bankwirtschaft, Rechnungswesen und Steuerung, Wirtschafts- und Sozialkunde} , 
 year  =  {2005} , 
 identifier  =  {doi:10.1007/978-3-322-91306-7} 
 }"
1556	"@article{ref1556, 
 author  =  {Grundmann W} , 
 title  =  {Abschlussprüfungen Bankwirtschaft, Rechnungswesen Und Steuerung, Wirtschafts- Und Sozialkunde} , 
 year  =  {2005} 
 }"
1556	"@article{ref1556, 
 author  =  {Grundmann Wolfgang and Rudolf} , 
 title  =  {Rathner. “Abschlussprüfungen Bankwirtschaft, Rechnungswesen Und Steuerung, Wirtschafts- Und Sozialkunde�} , 
 year  =  {2005} , 
 url  =  {http://dx.doi.org/10.1007/978-3-322-91306-7} 
 }"
1556	"@article{ref1556, 
 author  =  {GRUNDMANN Wolfgang and RATHNER Rudolf} , 
 year  =  {2005 2005} , 
 title  =  {Abschlussprüfungen Bankwirtschaft, Rechnungswesen und Steuerung, Wirtschafts- und Sozialkunde} , 
 booktitle  =  {DOI 10.1007/978-3-322-91306-7} , 
 url  =  {http://dx.doi.org/10.1007/978-3-322-91306-7} 
 }"
1557	"@article{ref1557, 
 year  =  {1]1909 1909} , 
 title  =  {RAPPORTS DES SOCIÉTÉS. Epilepsia} , 
 volume  =  {A1, 1} , 
 pages  =  {214 -- 222} 
 }"
1557	"@article{ref1557, 
 author  =  {Anon} , 
 year  =  {1909} , 
 title  =  {“RAPPORTS DES SOCIÉTÉS.” Epilepsia A1(1):214–22} , 
 url  =  {Retrieved (http://dx.doi.org/10.1111/j.1528-1157.1909.tb02968.x)} 
 }"
1557	"@article{ref1557, 
 author  =  {Anon} , 
 title  =  {RAPPORTS DES SOCIÉTÉS. Epilepsia [Internet} , 
 year  =  {1909} , 
 booktitle  =  {December;A1(1):214–222} , 
 url  =  {http://dx.doi.org/10.1111/j.1528-1157.1909.tb02968.x} 
 }"
1558	"@article{ref1558, 
 author  =  {Wazwaz} , 
 title  =  {Study on an Integrable System of Coupled KdV Equations.�} , 
 booktitle  =  {Communications in Nonlinear Science and Numerical Simulation} , 
 volume  =  {15.10} , 
 issue  =  {2010} , 
 pages  =  {2846 -- 2850} , 
 note  =  {Crossref. Web} 
 }"
1558	"@article{ref1558, 
 author  =  {Wazwaz A.-M} , 
 year  =  {2010} , 
 title  =  {A study on an integrable system of coupled KdV equations} , 
 booktitle  =  {Communications in Nonlinear Science and Numerical Simulation} , 
 volume  =  {15(10} , 
 pages  =  {2846 -- 2850} , 
 identifier  =  {doi:10.1016/j.cnsns.2009.11.031} 
 }"
1558	"@article{ref1558, 
 author  =  {Wazwaz} , 
 title  =  {study on an integrable system of coupled KdV equations� 15:10 Communications} , 
 year  =  {2010} , 
 booktitle  =  {Nonlinear Science and Numerical Simulation} , 
 volume  =  {2846} , 
 url  =  {<http://dx.doi.org/10.1016/j.cnsns.2009.11.031>} 
 }"
1559	"@article{ref1559, 
 author  =  {Chen C and Holohan A} , 
 year  =  {2015} , 
 title  =  {Stability robustness of linear quadratic regulators} , 
 booktitle  =  {International Journal of Robust and Nonlinear Control} , 
 volume  =  {26(9} , 
 pages  =  {1817 -- 1824} , 
 note  =  {doi:10.1002/rnc.3362} 
 }"
1559	"@article{ref1559, 
 author  =  {Chen Ci and Holohan} , 
 given-names  =  {Anthony} , 
 year  =  {2015} , 
 title  =  {“Stability Robustness of Linear Quadratic Regulators.” International Journal of Robust and Nonlinear Control 26(9):1817–24} 
 }"
1559	"@article{ref1559, 
 author  =  {Chen Ci and Holohan} , 
 given-names  =  {Anthony} , 
 title  =  {“Stability Robustness of Linear Quadratic Regulators.�} , 
 booktitle  =  {International Journal of Robust and Nonlinear Control} , 
 volume  =  {26} , 
 issue  =  {9} , 
 note  =  {July 21, 2015)} , 
 pages  =  {1817 -- 1824} , 
 url  =  {http://dx.doi.org/10.1002/rnc.3362} 
 }"
1559	"@article{ref1559, 
 author  =  {Chen A and Holohan} , 
 title  =  {“Stability robustness of linear quadratic regulators,�} , 
 booktitle  =  {International Journal of Robust and Nonlinear Control} , 
 volume  =  {26} , 
 issue  =  {9} , 
 pages  =  {1817 -- 1824} , 
 year  =  {2015} 
 }"
1560	"@article{ref1560, 
 author  =  {Shen Liang, Cui, Liang, Pang and Liu} , 
 year  =  {2013} , 
 title  =  {“Update of Research on the Role of EZH2 in Cancer Progression.�} , 
 booktitle  =  {OncoTargets and Therapy} , 
 volume  =  {321} 
 }"
1560	"@article{ref1560, 
 author  =  {Shen L and Cui Liang, Pang, Liu} , 
 title  =  {Update of research on the role of EZH2 in cancer progression. OncoTargets and Therapy} , 
 note  =  {2013:321. doi:10.2147/ott.s42453} 
 }"
1560	"@article{ref1560, 
 author  =  {Shen Liang, Cui, Liang, Pang} , 
 title  =  {Liu. “Update of Researchh on the Role of EZH2 in Cancer Progression.” OncoTargets and Therapy} , 
 note  =  {April doi:10.2147/ott.s42453} , 
 year  =  {2013} , 
 pages  =  {321 --} 
 }"
1560	"@article{ref1560, 
 author  =  {SHEN Liang and CUI, LIANG, PANG and LIU} , 
 year  =  {2013 2013} , 
 title  =  {Updatee of research on the role of EZH2 in cancer progression} , 
 booktitle  =  {OncoTargets and Therapy} , 
 note  =  {April} , 
 pages  =  {321 --} , 
 url  =  {http://dx.doi.org/10.2147/ott.s42453} 
 }"
1561	"@article{ref1561, 
 author  =  {N. Hawke G. A and Taylor} , 
 title  =  {“The compulsory repair of individual, physically substandard housing: The law in practice,�} , 
 booktitle  =  {The Journal of Social Welfare Law} , 
 volume  =  {6} , 
 issue  =  {3} , 
 pages  =  {129 -- 136} , 
 year  =  {1984} 
 }"
1561	"@article{ref1561, 
 author  =  {Hawke J. N. and Gillian A and Taylor} , 
 year  =  {1984} , 
 title  =  {“The Compulsory Repair of Individual, Physically Substandard Housing: The Law in Practice.�} , 
 booktitle  =  {The Journal of Social Welfare Law} , 
 pages  =  {6 -- 3</fpage> - <lpage>129</fpage> - <lpage>36} 
 }"
1561	"@article{ref1561, 
 author  =  {Hawke J N and Gillian A and Taylor} , 
 title  =  {“The compulsory repair of individual, physically substandard housing: The law in practice�} , 
 year  =  {1984} , 
 volume  =  {6:3 129} , 
 booktitle  =  {The Journal of Social Welfare Law} , 
 pages  =  {h -- 10</fpage> - <lpage>1080</fpage> - <lpage>09649068408413822} 
 }"
1561	"@article{ref1561, 
 author  =  {Hawke JN and Taylor GA} , 
 title  =  {The compulsory repair of individual, physically substandard housing: The law in practice} , 
 booktitle  =  {The Journal of Social Welfare Law [Internet] May;6(3):129–136} , 
 year  =  {1984} , 
 url  =  {http://dx.doi.org/10.1080/09649068408413822} 
 }"
1561	"@article{ref1561, 
 author  =  {Hawke J. N. and Gillian A and Taylor} , 
 title  =  {“The Compulsory Repair of Individual, Physically Substandard Housing: The Law in Practice.�} , 
 booktitle  =  {The Journal of Social Welfare Law} , 
 volume  =  {6} , 
 issue  =  {3} , 
 note  =  {May} , 
 year  =  {1984} , 
 pages  =  {129 -- 136} , 
 url  =  {http://dx.doi.org/10.1080/09649068408413822} 
 }"
1562	"@article{ref1562, 
 author  =  {Luo Sun Peng and Dai Linmi and Tao} , 
 title  =  {Guangyouu Xu. A context representation and management mechanism towards ubiquitous intelligence} , 
 booktitle  =  {2008 8th IEEE International Conference on Computer and Information Technology} , 
 year  =  {2008} , 
 note  =  {July} , 
 url  =  {http://dx.doi.org/10.1109/cit.2008.4594778} 
 }"
1562	"@article{ref1562, 
 author  =  {Luo Sun and Peng Dai and Linmi Tao and Guangyou Xu} , 
 booktitle  =  {A Context Representation and Management Mechanism Towards Ubiquitous Intelligence 8th IEEE International Conference on Computer and Information Technology} , 
 year  =  {2008 2008} 
 }"
1562	"@article{ref1562, 
 author  =  {Sun Peng and Dai} , 
 title  =  {Linmi Tao, and Guangyou Xu, “A context representation and management mechanism towards ubiquitous intelligence,�} , 
 booktitle  =  {2008 8th IEEE International Conference on Computer and Information Technology} , 
 note  =  {Jul} , 
 year  =  {2008} 
 }"
1562	"@article{ref1562, 
 author  =  {Luo Sun Peng and Dai Linmi Tao} , 
 editor  =  {Guangyou Xu} , 
 year  =  {2008 doi:10.1109/cit.2008.4594778} , 
 title  =  {A context representation and management mechanism towards ubiquitous intelligence} , 
 booktitle  =  {2008 8th IEEE International Conference on Computer and Information Technology} 
 }"
1562	"@article{ref1562, 
 author  =  {Luo Sun} , 
 title  =  {“A Context Representation and Management Mechanism Towards Ubiquitous Intelligence.� n. pag} , 
 year  =  {2008 2008} , 
 booktitle  =  {8th IEEE International Conference on Computer and Information Technology} , 
 note  =  {Crossref. Web} 
 }"
1563	"@article{ref1563, 
 author  =  {Trillini Regula} , 
 title  =  {Hohl, ‘Peak Casual: Romantic Routine�} , 
 booktitle  =  {Casual Shakespeare} , 
 year  =  {2018} , 
 pages  =  {118 -- 141} 
 }"
1563	"@article{ref1563, 
 author  =  {Trillini Regula and Hohl “Peak and Casual} , 
 title  =  {Romantic Routine.” Casual Shakespeare} , 
 year  =  {2018} , 
 pages  =  {118 -- 141} , 
 note  =  {Crossref. Web} 
 }"
1564	"@article{ref1564, 
 author  =  {Achard M. “IX and Experiments} , 
 title  =  {Respecting the Effects of Electricity on the Fermentation of Vegetable and the Corruption of Dead Animal Substances.” The} , 
 booktitle  =  {Philosophical Magazine} , 
 volume  =  {3.9} , 
 issue  =  {1799} , 
 pages  =  {51 -- 53} , 
 note  =  {Crossref. Web} 
 }"
1565	"@article{ref1565, 
 author  =  {YAMABE N} , 
 year  =  {2006 2006} , 
 title  =  {Therapeutic Potential of (-)-Epigallocatechin 3-O-Gallate on Renal Damage in Diabetic Nephropathy Model Rats} , 
 booktitle  =  {Journal of Pharmacology and Experimental Therapeutics} , 
 note  =  {11 July} , 
 url  =  {http://dx.doi.org/10.1124/jpet.106.107029} 
 }"
1565	"@article{ref1565, 
 author  =  {Yamabe N} , 
 year  =  {2006} , 
 title  =  {“Therapeutic Potential of (-)-Epigallocatechin 3-O-Gallate on Renal Damage in Diabetic Nephropathy Model Rats.” Journal of Pharmacology and Experimental Therapeutics 319(1):228–36} 
 }"
1565	"@article{ref1565, 
 author  =  {Yamabe N} , 
 title  =  {“Therapeutic Potential of (-)-Epigallocatechin 3-O-Gallate on Renal Damage in Diabetic Nephropathy Model Rats.�} , 
 booktitle  =  {Journal of Pharmacology and Experimental Therapeutics} , 
 volume  =  {319} , 
 issue  =  {1 11} , 
 year  =  {2006} , 
 pages  =  {228 -- 236} , 
 url  =  {http://dx.doi.org/10.1124/jpet.106.107029} 
 }"
1565	"@article{ref1565, 
 author  =  {Yamabe N} , 
 title  =  {“Therapeutic Potential of (-)-Epigallocatechin 3-O-Gallate on Renal Damage in Diabetic Nephropathy Model Rats.�} , 
 booktitle  =  {Journal of Pharmacology and Experimental Therapeutics} , 
 volume  =  {319.1} , 
 year  =  {2006} , 
 pages  =  {228 -- 236} , 
 note  =  {Crossref. Web} 
 }"
1566	"@article{ref1566, 
 author  =  {Kendall M. D} , 
 year  =  {1988} , 
 title  =  {Out in the cold} , 
 booktitle  =  {Physicss World} , 
 volume  =  {1(12} , 
 pages  =  {15 -- 15} , 
 identifier  =  {doi:10.1088/2058-7058/1/12/16} 
 }"
1566	"@article{ref1566, 
 author  =  {Kendall MD} , 
 title  =  {Out in the cold. Physics World} , 
 identifier  =  {1988;1(12):15–15. doi:10.1088/2058-7058/1/12/16} 
 }"
1566	"@article{ref1566, 
 author  =  {Kendall M. D.} , 
 year  =  {1988} , 
 title  =  {“Out in the cold,�} , 
 booktitle  =  {Physics World} , 
 volume  =  {1(12} , 
 pages  =  {15 -- 15} 
 }"
1567	"@article{ref1567, 
 author  =  {Lehmkuhle Stephen and Fox} , 
 given-names  =  {Robert} , 
 title  =  {“Effect of Depth Separation on Metacontrast Masking.” Journal of Experimental Psychology: Human Perception and Performance} , 
 volume  =  {6.4} , 
 year  =  {1980} , 
 pages  =  {605 -- 621} , 
 note  =  {Crossref. Web} 
 }"
1567	"@article{ref1567, 
 author  =  {Lehmkuhle Stephen and Fox} , 
 given-names  =  {Robert} , 
 title  =  {‘Effect of Depth Separation on Metacontrast Masking.�} , 
 booktitle  =  {Journal of Experimental Psychology: Human Perception and Performance} , 
 volume  =  {6} , 
 issue  =  {1980} , 
 pages  =  {605 -- 621} 
 }"
